origin_zip,destination_zip,orders,avg_delivery_days,late_delivery_rate,avg_distance_km
87045,17047,1,7.99,0.0,316.24
12701,4140,1,2.65,0.0,205.52
2918,4006,1,1.93,0.0,11.5
85807,70741,1,12.99,0.0,1175.42
4160,3062,1,4.43,0.0,9.66
14940,12517,1,9.49,0.0,392.55
88303,31110,1,8.35,0.0,916.71
17500,18200,1,8.42,0.0,247.54
97502,2402,1,10.57,0.0,1250.31
11704,78640,1,21.58,0.0,1315.14
88730,11900,1,11.93,0.0,446.06
8030,80045,1,11.13,0.0,357.52
1257,14010,1,10.19,0.0,287.02
14940,2325,1,7.41,0.0,297.68
13232,58884,1,31.14,0.0,2109.48
19814,3986,1,7.21,0.0,411.39
3880,24457,1,17.75,0.0,363.5
3470,88940,1,15.1,0.0,672.53
13456,8345,1,3.86,0.0,134.43
38440,48300,1,39.37,1.0,1364.9
3688,11680,1,18.72,1.0,142.08
8250,78635,1,19.02,0.0,1215.6
17209,36420,1,27.93,1.0,537.6
3542,4085,1,8.08,0.0,17.61
9015,13285,1,8.84,0.0,85.08
45658,27260,1,7.98,0.0,1011.33
89248,83900,1,8.41,0.0,154.52
13257,16300,1,9.4,0.0,374.74
14840,15010,1,5.82,0.0,134.28
45820,52030,1,10.3,0.0,1058.4
13419,26290,1,19.46,0.0,422.07
93542,12043,1,9.95,0.0,918.96
14840,13455,1,11.19,0.0,175.65
1233,28994,1,17.46,0.0,434.29
13360,22060,1,5.18,0.0,441.73
38440,20510,1,5.6,0.0,700.56
8598,74477,1,14.12,0.0,827.47
31842,70650,1,3.63,0.0,618.59
13030,18950,1,7.36,0.0,261.72
14940,45970,1,13.9,0.0,1027.17
22240,70754,1,14.27,0.0,938.34
18500,35430,1,22.52,0.0,588.47
12240,13465,1,8.35,0.0,155.24
13416,37945,1,12.23,0.0,261.18
3569,96540,1,10.97,0.0,954.19
25957,15600,1,5.83,0.0,790.63
2066,18540,1,4.35,0.0,99.23
87025,95084,1,17.05,0.0,648.16
12250,28360,1,60.25,1.0,474.33
81880,2278,1,12.22,0.0,358.67
5849,12914,1,2.46,0.0,79.72
13165,3513,1,2.24,0.0,135.81
4567,30525,1,3.99,0.0,493.63
3569,65041,1,14.88,0.0,2346.47
9190,2010,1,1.68,0.0,20.27
42738,14860,1,24.7,0.0,1392.18
58280,2564,1,21.55,0.0,2224.6
88501,2313,1,11.94,0.0,611.65
5849,7401,1,2.34,0.0,53.07
37590,14400,1,18.89,0.0,210.97
20756,89235,1,72.18,1.0,678.79
45816,25946,1,23.01,0.0,784.71
95170,86702,1,8.21,0.0,668.9
30170,58625,1,7.23,0.0,1623.35
14709,27700,1,27.31,0.0,524.93
1212,8527,1,5.74,0.0,26.61
7071,78725,1,9.84,0.0,1146.39
28941,29143,1,7.72,0.0,329.7
13405,30620,1,8.06,0.0,485.53
12952,17519,1,12.77,0.0,354.27
5849,6013,1,10.91,0.0,13.57
21840,3040,1,16.75,0.0,331.09
2634,7794,1,3.68,0.0,18.42
8577,9321,1,31.79,1.0,19.42
4156,29785,1,17.22,0.0,826.61
31570,2842,1,9.25,0.0,494.51
5141,97340,1,10.1,0.0,1005.16
9015,26900,1,14.47,0.0,339.83
74930,27700,1,12.15,0.0,863.75
9015,47640,1,28.14,1.0,1167.87
89041,88040,1,4.14,0.0,96.24
13015,29047,1,2.86,0.0,755.18
13660,74085,1,21.81,1.0,604.26
18025,29160,1,16.51,0.0,824.78
15170,96211,1,17.36,0.0,1292.89
18110,13050,1,8.88,0.0,76.57
25957,30640,1,27.21,1.0,293.77
7112,59139,1,39.13,1.0,2311.24
13030,8331,1,5.04,0.0,98.07
14940,17030,1,3.2,0.0,66.62
13232,22793,1,21.86,0.0,344.25
13347,9133,1,14.36,1.0,100.87
15025,13181,1,19.9,0.0,320.35
3908,14415,1,15.98,0.0,336.28
98803,17021,1,13.76,0.0,845.66
9720,80530,1,8.89,0.0,333.27
5676,4362,1,5.09,0.0,6.17
14050,26290,1,18.68,0.0,477.44
13660,3936,1,4.58,0.0,216.55
9725,13044,1,6.23,0.0,98.38
13450,37410,1,18.09,0.0,251.63
83409,4689,1,13.26,0.0,315.43
13450,45203,1,7.73,0.0,1256.32
4160,3447,1,3.84,0.0,11.93
4248,13174,1,6.0,0.0,111.63
42738,54720,1,24.83,0.0,652.47
15025,6190,1,9.34,0.0,403.52
30882,72548,1,15.99,0.0,602.02
38442,29230,1,16.93,0.0,826.3
15081,24315,1,13.27,0.0,688.45
13601,48540,1,31.99,1.0,1663.9
4186,21760,1,5.94,0.0,334.94
8410,20560,1,8.71,0.0,330.96
95995,13323,1,10.15,0.0,797.24
13170,88220,1,12.41,0.0,495.31
7112,44642,1,23.28,0.0,1506.58
38440,30492,1,6.95,0.0,466.87
13405,35960,1,10.93,0.0,536.1
15025,15900,1,7.9,0.0,113.37
71551,30140,1,6.13,0.0,
3320,52021,1,11.27,0.0,2126.2
14840,58140,1,33.09,0.0,2069.24
37410,13260,1,10.82,0.0,205.4
4771,2845,1,30.09,0.0,23.82
2040,95088,1,23.88,1.0,779.29
8577,1313,1,13.85,0.0,29.97
8577,29703,1,22.43,0.0,738.22
11701,35420,1,10.5,0.0,508.62
15025,88330,1,10.48,0.0,692.14
16301,86996,1,12.9,0.0,
9780,35480,1,6.48,0.0,457.9
7013,12237,1,4.63,0.0,67.41
16800,11440,1,5.64,0.0,591.38
80060,66810,1,35.25,0.0,2685.72
17900,78320,1,22.06,0.0,1359.14
5530,38413,1,8.29,0.0,542.38
3470,23070,1,20.44,0.0,310.04
37443,13468,1,10.44,0.0,267.94
6713,71691,1,11.8,0.0,867.23
22240,86300,1,12.57,0.0,763.89
85807,85813,1,2.53,0.0,4.0
12226,3941,1,7.69,0.0,79.37
95705,81570,1,4.39,0.0,466.62
4250,88503,1,5.54,0.0,598.48
25803,20520,1,9.25,0.0,90.0
71691,39403,1,5.31,0.0,432.04
14940,18870,1,9.0,0.0,194.4
86010,20260,1,10.83,0.0,813.27
4809,68740,1,25.08,0.0,2496.31
11704,5713,1,6.88,0.0,51.36
8710,30431,1,9.75,0.0,460.53
3553,7131,1,2.01,0.0,11.34
4142,84064,1,13.93,0.0,398.47
72015,71931,1,2.12,0.0,1.49
89560,13308,1,15.33,0.0,555.99
42738,74675,1,15.22,0.0,1240.78
71065,55636,1,8.97,0.0,1601.0
85802,6730,1,6.31,0.0,670.87
88504,88301,1,12.18,0.0,194.92
35430,12442,1,17.12,0.0,380.64
13240,9960,1,8.37,0.0,67.7
9271,44001,1,16.83,0.0,1495.37
25645,95060,1,12.2,0.0,1078.68
17209,74665,1,15.19,0.0,633.07
1212,21941,1,32.05,0.0,355.29
5503,65800,1,41.4,1.0,1784.85
3320,75806,1,15.07,0.0,827.96
14940,27972,1,21.82,0.0,730.9
4438,78020,1,3.92,0.0,1333.93
20756,20520,1,3.1,0.0,8.5
8280,8340,1,11.1,0.0,5.63
3569,19840,1,8.68,0.0,439.65
6871,2452,1,5.31,0.0,32.99
12952,13616,1,13.03,0.0,128.46
5634,5017,1,5.59,0.0,9.7
11704,29127,1,19.97,1.0,745.19
3933,8061,1,15.24,1.0,9.77
1212,36972,1,6.58,0.0,612.21
3872,99900,1,8.85,0.0,752.06
5126,59066,1,16.07,0.0,2318.06
2955,51030,1,50.84,1.0,2119.4
19063,25963,1,8.33,0.0,871.49
87047,18017,1,11.5,0.0,456.56
12233,18017,1,11.5,0.0,157.94
14940,4942,1,13.14,0.0,301.55
13170,87140,1,8.09,0.0,492.74
3273,45658,1,7.07,0.0,1255.51
19025,5060,1,7.42,0.0,507.08
9350,5860,1,6.18,0.0,32.87
1026,41207,1,32.86,1.0,1460.24
31255,13635,1,12.92,0.0,430.22
32180,13335,1,7.03,0.0,484.38
92030,54520,1,7.47,0.0,2932.18
87025,4520,1,11.23,0.0,536.98
3872,60834,1,24.56,0.0,2357.14
12913,64056,1,27.18,0.0,2030.04
5303,36680,1,10.21,0.0,441.38
13205,35485,1,8.99,0.0,401.06
45816,18071,1,19.19,0.0,1165.01
4850,5661,1,3.05,0.0,15.92
13800,4608,1,6.54,0.0,135.29
5269,31270,1,4.68,0.0,493.61
9015,45360,1,11.93,0.0,1304.64
81880,5445,1,8.56,0.0,343.01
17209,25555,1,40.47,1.0,534.28
9020,6785,1,4.23,0.0,28.57
37540,80510,1,9.87,0.0,506.46
13330,41760,1,34.33,1.0,1454.9
22240,71906,1,11.43,0.0,937.86
11250,18050,1,18.08,0.0,148.39
4857,78890,1,28.32,0.0,1566.58
7084,8120,1,11.63,0.0,17.67
3470,17511,1,31.15,1.0,384.31
21840,64001,1,14.11,0.0,1978.06
17320,16202,1,6.12,0.0,229.98
90230,22420,1,18.13,0.0,1114.26
17900,4281,1,8.01,0.0,557.91
3437,2236,1,6.96,0.0,10.35
14940,21843,1,13.77,0.0,563.7
15601,18076,1,7.1,0.0,454.82
2972,13360,1,18.52,0.0,97.43
31255,49480,1,12.66,0.0,1209.75
38440,18021,1,8.11,0.0,545.7
14050,13806,1,8.93,0.0,164.43
4403,13179,1,10.8,0.0,107.93
87025,2245,1,10.6,0.0,542.99
13170,47802,1,20.53,0.0,1211.35
12940,21863,1,6.14,0.0,317.26
9220,38405,1,50.44,0.0,555.04
38700,35681,1,10.13,0.0,260.78
4250,26087,1,20.86,1.0,330.86
17209,6413,1,3.27,0.0,217.36
24451,14401,1,13.89,0.0,519.24
42738,36570,1,10.16,0.0,998.58
89204,96888,1,8.22,0.0,513.17
83830,31310,1,10.96,0.0,846.09
18048,93315,1,12.34,0.0,773.65
20031,21931,1,3.26,0.0,11.36
4403,23067,1,28.35,1.0,323.08
13257,20261,1,20.18,0.0,372.8
2804,89204,1,36.4,1.0,379.96
15014,29590,1,16.47,0.0,799.3
3426,6851,1,4.63,0.0,37.65
14110,2542,1,6.23,0.0,275.25
32110,1031,1,6.28,0.0,488.1
42738,7230,1,13.41,1.0,1453.27
12940,6083,1,3.44,0.0,52.82
15081,9791,1,10.8,0.0,434.16
14840,18016,1,9.08,0.0,250.96
5676,3959,1,5.35,0.0,21.9
14940,3112,1,6.36,0.0,303.76
89460,98803,1,5.27,0.0,448.97
3204,63048,1,12.36,0.0,1975.35
82400,70740,1,17.21,0.0,1081.05
29156,36025,1,10.98,0.0,347.78
78020,74370,1,13.03,0.0,732.83
5729,13306,1,9.03,0.0,67.7
31710,30672,1,1.5,0.0,23.55
8550,96820,1,13.0,0.0,915.32
3194,88137,1,11.13,0.0,500.65
11075,26600,1,8.74,0.0,307.34
82300,86690,1,11.12,0.0,391.8
89224,13348,1,13.92,0.0,384.27
24451,20021,1,6.51,0.0,18.77
12230,13145,1,9.15,0.0,142.71
37175,48605,1,19.48,0.0,1519.88
1209,15991,1,6.39,0.0,273.88
30111,18500,1,10.77,0.0,532.57
1026,74170,1,6.15,0.0,808.89
3334,8330,1,4.04,0.0,12.62
18760,26060,1,15.84,0.0,586.94
86706,4134,1,14.65,0.0,489.91
17250,20720,1,17.59,0.0,567.69
4208,28634,1,5.32,0.0,445.49
81020,1306,1,13.07,0.0,342.87
8752,8528,1,3.43,0.0,11.51
8290,69078,1,12.22,0.0,2698.93
3306,89896,1,15.86,0.0,822.68
7133,7013,1,10.8,0.0,4.17
86706,86050,1,7.74,0.0,27.37
13568,85503,1,5.86,0.0,676.13
14403,4278,1,9.98,0.0,348.31
14940,2041,1,14.26,0.0,297.38
3426,75906,1,7.13,0.0,785.07
87114,7272,1,13.0,0.0,553.49
87050,7434,1,9.74,0.0,571.04
4131,8010,1,4.83,0.0,22.16
8820,9185,1,1.88,0.0,43.78
72015,72876,1,6.59,0.0,27.81
87060,9580,1,4.98,0.0,548.95
9015,24457,1,20.19,0.0,371.01
9020,25570,1,38.04,1.0,339.37
8550,17511,1,11.33,0.0,399.47
13405,24715,1,39.13,1.0,479.41
6162,71938,1,7.74,0.0,868.87
87030,24060,1,5.37,0.0,903.17
5126,13058,1,7.05,0.0,76.1
1224,28051,1,9.29,0.0,580.37
30150,9851,1,7.59,0.0,503.08
17018,13272,1,5.41,0.0,220.34
3426,27288,1,14.25,0.0,277.22
71691,21920,1,15.25,0.0,909.08
38440,13178,1,7.87,0.0,472.9
3520,79570,1,13.06,0.0,610.3
1547,11055,1,3.7,0.0,51.93
9271,76630,1,7.05,0.0,914.57
7133,69307,1,28.53,0.0,3301.02
80310,75828,1,19.56,0.0,857.68
1303,36060,1,7.43,0.0,394.96
85851,90020,1,13.33,0.0,598.4
13660,39540,1,8.76,0.0,927.94
6365,1230,1,1.69,0.0,19.83
13405,4424,1,12.05,0.0,151.0
25645,4115,1,15.58,0.0,369.12
15014,26600,1,14.69,0.0,618.93
89204,25255,1,7.83,0.0,694.28
3655,12922,1,7.01,0.0,68.07
3804,3047,1,5.89,0.0,13.36
3426,88717,1,36.29,1.0,623.36
14940,29200,1,12.17,0.0,871.72
30421,13733,1,5.93,0.0,357.56
36570,57025,1,16.09,0.0,1452.28
9015,45420,1,25.03,0.0,1379.25
31255,38408,1,9.15,0.0,462.9
83323,81770,1,6.38,0.0,11.14
1539,19014,1,15.72,0.0,514.98
3017,79321,1,24.94,1.0,1247.99
6317,22260,1,6.9,0.0,378.96
7084,24358,1,6.48,0.0,359.75
22240,40414,1,8.92,0.0,1216.98
7135,91530,1,4.46,0.0,869.33
14940,49043,1,11.01,0.0,1732.75
17900,13609,1,20.17,1.0,439.8
13232,37540,1,11.47,0.0,152.37
19042,32423,1,4.71,0.0,794.67
3204,2031,1,6.38,0.0,11.64
2252,20931,1,4.9,0.0,350.89
3426,85598,1,10.98,0.0,703.81
19803,7143,1,4.6,0.0,411.22
1212,21220,1,22.75,1.0,348.45
13170,9761,1,21.71,1.0,124.36
14840,13315,1,29.5,1.0,242.79
4403,15704,1,7.99,0.0,550.44
6717,85853,1,9.31,0.0,802.71
81650,27700,1,6.0,0.0,661.58
15076,45037,1,37.95,1.0,1116.3
70856,36953,1,6.94,0.0,798.68
33600,89460,1,12.85,0.0,977.5
22240,72006,1,19.52,0.0,933.04
8411,65440,1,24.46,0.0,2269.9
35700,13451,1,7.31,0.0,491.78
35700,71010,1,7.86,0.0,566.5
12242,20530,1,14.51,0.0,273.48
15025,86900,1,14.69,0.0,387.94
4102,5017,1,5.0,0.0,7.58
12327,88119,1,22.16,0.0,545.72
9850,25750,1,8.49,0.0,385.51
4265,36900,1,6.78,0.0,600.06
13232,74730,1,34.13,1.0,768.71
3933,9920,1,6.1,0.0,16.64
2443,8615,1,4.82,0.0,36.82
88303,80420,1,6.46,0.0,174.87
9912,9182,1,3.27,0.0,8.73
13232,18550,1,9.39,0.0,93.12
9015,5565,1,5.08,0.0,28.0
35501,88811,1,10.28,0.0,1048.14
11701,1125,1,5.16,0.0,58.09
4160,3589,1,8.27,0.0,15.2
31255,44345,1,19.67,0.0,958.72
3910,4561,1,3.89,0.0,17.53
13405,5794,1,4.0,0.0,138.21
7140,4122,1,2.19,0.0,22.98
13206,24422,1,48.18,1.0,396.44
14940,44001,1,23.33,0.0,1487.91
87025,22790,1,39.45,1.0,865.75
78552,29129,1,17.96,0.0,1881.31
13328,41515,1,17.53,0.0,1480.8
11600,35670,1,8.02,0.0,435.33
12308,19030,1,10.05,0.0,570.85
88020,5009,1,8.88,0.0,488.64
89560,78320,1,15.08,0.0,1907.29
37175,8280,1,7.39,0.0,298.91
8072,2210,1,10.88,0.0,10.48
13405,30870,1,12.03,0.0,490.34
3204,1407,1,7.2,0.0,11.58
89560,88132,1,24.23,0.0,254.43
1212,6540,1,2.96,0.0,26.51
90230,5574,1,4.66,0.0,836.56
4248,9015,1,5.26,0.0,9.23
4782,13277,1,3.95,0.0,83.44
14092,91910,1,38.92,1.0,1051.61
89204,37610,1,14.66,0.0,505.13
3504,28016,1,22.72,0.0,574.18
12940,89201,1,7.18,0.0,423.48
13481,13206,1,1.92,0.0,86.79
6060,75780,1,14.07,0.0,665.25
86300,90560,1,7.96,0.0,762.49
14960,9121,1,7.1,0.0,372.22
90010,95680,1,4.11,0.0,85.15
89214,29090,1,18.5,0.0,1108.09
2310,9780,1,2.7,0.0,27.7
12327,11717,1,4.98,0.0,96.33
6018,60851,1,12.24,0.0,2371.19
14850,36680,1,11.77,0.0,524.25
15025,1535,1,11.43,0.0,418.97
87047,28025,1,23.83,0.0,1099.04
35570,8430,1,20.45,0.0,355.72
3809,7191,1,3.85,0.0,4.93
3035,70719,1,7.66,0.0,870.84
12940,12327,1,5.24,0.0,62.93
14092,35162,1,27.23,1.0,574.89
5632,70344,1,8.07,0.0,874.53
22240,66823,1,24.16,0.0,2469.63
1212,5754,1,5.48,0.0,14.78
88037,60135,1,57.6,1.0,2856.94
13232,13142,1,9.65,0.0,63.94
71200,5365,1,8.02,0.0,873.81
13206,4860,1,5.98,0.0,63.51
88036,36033,1,16.92,0.0,829.02
17400,75907,1,15.91,0.0,506.82
4378,84900,1,6.1,0.0,360.25
89560,7030,1,21.26,0.0,605.3
13186,5413,1,3.07,0.0,91.43
89160,14160,1,21.14,0.0,696.12
4782,4816,1,2.35,0.0,2.38
85812,29050,1,19.86,0.0,1443.68
3632,11440,1,12.69,1.0,59.65
2634,39801,1,8.56,0.0,821.6
87050,89114,1,7.37,0.0,491.63
30111,78043,1,17.75,0.0,1374.84
89204,20921,1,8.63,0.0,682.0
3273,13502,1,3.47,0.0,164.35
88370,95330,1,8.91,0.0,364.16
88115,4142,1,10.38,0.0,481.03
80510,6473,1,5.64,0.0,325.9
8577,80530,1,18.35,0.0,363.71
3504,5767,1,4.46,0.0,25.0
3204,9530,1,10.97,0.0,3.29
15025,26600,1,20.37,0.0,620.55
3573,1451,1,6.43,0.0,18.27
5713,85340,1,10.75,0.0,621.84
6429,78280,1,8.44,0.0,1453.7
6236,4447,1,5.01,0.0,22.78
37564,28623,1,12.41,0.0,373.87
8225,53220,1,13.09,0.0,2121.95
4782,3694,1,5.14,0.0,29.15
3431,6756,1,4.07,0.0,24.72
81020,24220,1,6.77,0.0,689.59
82810,21875,1,39.33,1.0,650.0
14940,54771,1,12.46,0.0,2128.78
3821,7232,1,7.95,0.0,5.12
32677,80020,1,5.3,0.0,807.39
87050,6363,1,10.94,0.0,518.18
15015,37701,1,12.28,0.0,310.58
12327,4002,1,4.3,0.0,75.19
38414,35420,1,10.43,0.0,539.09
37410,4037,1,13.11,0.0,254.75
14940,13605,1,15.24,0.0,164.17
21840,22461,1,3.38,0.0,28.15
87047,35960,1,15.82,0.0,955.92
5588,6414,1,2.15,0.0,16.16
13206,18050,1,2.99,0.0,71.66
37540,35160,1,8.26,0.0,448.49
2310,13456,1,2.35,0.0,112.34
9416,14920,1,15.02,0.0,307.58
15025,4102,1,10.81,0.0,419.87
31570,79004,1,11.16,0.0,1111.88
59077,41130,1,30.77,1.0,868.39
4265,13510,1,8.93,0.0,157.34
8180,13505,1,13.81,0.0,170.52
9912,50100,1,20.03,0.0,2141.5
13405,95555,1,11.3,0.0,815.22
30120,58410,1,6.04,0.0,1656.2
3504,11065,1,6.91,0.0,51.52
37564,39404,1,5.16,0.0,665.02
5849,85420,1,12.25,0.0,675.39
13450,37550,1,8.01,0.0,163.08
4160,96190,1,10.16,0.0,956.25
13324,19800,1,7.04,0.0,323.76
15025,88801,1,33.39,1.0,875.11
4811,89633,1,28.09,0.0,640.86
13405,84300,1,24.68,0.0,344.55
24710,3650,1,9.58,0.0,368.25
7790,60811,1,12.45,0.0,2357.2
1212,12922,1,5.26,0.0,69.88
18110,90470,1,7.89,0.0,810.63
35700,24722,1,7.09,0.0,393.96
20756,6401,1,6.31,0.0,371.97
3725,86055,1,14.27,0.0,476.7
89041,89027,1,3.73,0.0,9.17
80610,95070,1,11.3,0.0,450.52
38440,70687,1,4.35,0.0,316.87
9015,15155,1,9.25,0.0,439.97
37564,11610,1,11.49,0.0,188.23
14580,3613,1,14.33,0.0,368.14
2252,79044,1,18.35,0.0,886.09
9780,13213,1,7.23,0.0,77.26
25645,6768,1,11.45,0.0,382.18
80010,7120,1,4.07,0.0,354.29
37175,23815,1,11.8,0.0,300.93
13232,2732,1,11.08,0.0,32.79
15014,15440,1,7.7,0.0,31.97
7790,14150,1,9.77,0.0,252.67
25645,1319,1,21.99,1.0,369.44
78095,30664,1,15.89,0.0,1359.74
87050,5417,1,7.24,0.0,533.33
5530,4752,1,5.53,0.0,8.53
4850,12248,1,5.95,0.0,110.8
12233,6794,1,6.79,0.0,102.5
87047,6794,1,6.79,0.0,518.3
2310,84040,1,10.89,0.0,404.13
4696,30160,1,6.73,0.0,504.43
65072,74463,1,20.96,0.0,1668.39
31842,5372,1,11.97,0.0,508.71
37564,70067,1,17.3,0.0,740.52
80330,11740,1,8.43,0.0,290.55
14057,12229,1,7.76,0.0,313.18
80310,58884,1,12.94,0.0,2455.41
8577,32113,1,22.05,0.0,467.46
14940,70833,1,14.99,0.0,672.27
13330,13309,1,6.97,0.0,23.11
17504,19880,1,4.93,0.0,74.19
37704,86812,1,16.27,0.0,535.81
9350,69043,1,25.96,0.0,2716.92
98780,20775,1,5.86,0.0,1253.95
82515,25745,1,28.43,1.0,706.2
16304,1137,1,7.33,0.0,421.33
94910,14670,1,12.25,0.0,1079.1
31573,3562,1,9.61,0.0,489.33
7013,32315,1,6.28,0.0,468.93
14840,13610,1,7.05,0.0,126.4
15025,21241,1,29.06,1.0,666.18
38700,28625,1,16.12,0.0,583.17
8250,37130,1,6.16,0.0,240.31
18048,4349,1,5.18,0.0,84.77
3573,29118,1,11.1,0.0,729.65
3809,9750,1,3.88,0.0,23.31
13101,32623,1,37.34,0.0,437.81
3194,7023,1,7.27,0.0,10.59
4142,90480,1,11.7,0.0,843.91
85801,69033,1,26.81,0.0,2529.8
4102,26060,1,6.95,0.0,340.47
17504,59598,1,13.23,0.0,2401.28
13330,19360,1,9.93,0.0,471.95
4087,14094,1,5.24,0.0,287.81
38442,23050,1,11.85,0.0,675.95
88370,2311,1,6.44,0.0,432.94
65072,4134,1,11.28,0.0,2360.7
78552,14026,1,9.08,0.0,1325.66
13160,47440,1,21.86,0.0,1381.74
80330,4363,1,6.02,0.0,335.34
30111,35335,1,8.0,0.0,202.93
5734,74645,1,15.41,0.0,816.84
3880,97501,1,12.09,0.0,1261.22
3204,29375,1,21.36,0.0,666.45
5849,18085,1,6.44,0.0,71.93
72460,86084,1,12.2,0.0,868.73
19029,36810,1,5.82,0.0,933.97
5530,41745,1,10.94,0.0,1470.99
4880,22231,1,6.3,0.0,373.41
15601,15010,1,5.82,0.0,107.86
36300,55870,1,15.76,0.0,1793.86
31842,18680,1,9.52,0.0,590.97
3320,37800,1,9.01,0.0,249.61
8577,13104,1,17.25,0.0,93.27
4160,72220,1,7.89,0.0,880.6
3612,27655,1,6.76,0.0,300.83
20270,85802,1,7.27,0.0,1065.91
14940,4321,1,22.98,1.0,307.3
88370,20720,1,20.39,0.0,699.33
37564,30493,1,4.28,0.0,342.3
13660,48970,1,13.88,0.0,1487.35
4208,48970,1,13.88,0.0,1610.77
13232,4633,1,14.37,0.0,48.02
80215,5652,1,10.52,0.0,328.94
3702,72250,1,12.21,0.0,874.14
13232,4563,1,14.48,0.0,45.07
14020,5678,1,5.88,0.0,289.44
9090,1222,1,13.33,0.0,16.36
13330,13300,1,2.46,0.0,21.67
51250,49065,1,10.08,0.0,385.18
14801,20541,1,7.21,0.0,523.28
26020,20521,1,4.43,0.0,31.09
9220,21616,1,6.01,0.0,332.01
51250,60530,1,7.14,0.0,633.18
11701,5735,1,1.83,0.0,53.96
31255,94810,1,17.88,0.0,1335.97
4248,95535,1,8.15,0.0,747.55
13170,25212,1,34.45,1.0,411.85
87030,39100,1,19.16,0.0,1038.7
14940,14781,1,7.12,0.0,138.36
85875,88066,1,8.47,0.0,638.78
85905,1232,1,8.21,0.0,729.97
20756,8285,1,24.11,1.0,332.04
31255,82840,1,4.97,0.0,817.88
18085,86010,1,14.95,0.0,380.37
92020,94440,1,1.82,0.0,21.89
3613,79200,1,9.3,0.0,1011.92
14315,35600,1,6.72,0.0,275.09
2955,9040,1,3.06,0.0,28.94
7160,24460,1,13.29,0.0,354.15
9725,9110,1,7.21,0.0,6.47
55325,94463,1,12.65,0.0,2778.2
80010,78098,1,18.89,0.0,1292.82
85812,88815,1,11.48,0.0,581.92
7097,90820,1,24.8,0.0,873.3
88303,96880,1,9.16,0.0,487.69
13101,71571,1,10.07,0.0,798.04
4782,2230,1,7.04,1.0,27.11
51250,75800,1,16.81,0.0,2114.53
9130,24750,1,11.32,0.0,367.62
13920,4551,1,2.08,0.0,97.39
14092,4849,1,20.3,0.0,304.66
14940,4775,1,10.57,0.0,306.03
22775,76420,1,19.41,0.0,1085.35
4461,7717,1,2.72,0.0,40.32
14940,23545,1,15.28,0.0,544.32
16304,78635,1,13.06,0.0,850.42
12940,4729,1,1.61,0.0,60.52
37580,27213,1,10.02,0.0,255.33
3186,47800,1,11.11,0.0,1281.0
93542,6310,1,10.83,0.0,805.66
6713,20540,1,9.11,0.0,378.66
4537,13212,1,8.3,0.0,55.39
95780,13308,1,8.65,0.0,812.13
7097,11075,1,5.9,0.0,60.28
81770,6670,1,9.29,0.0,315.57
18683,45200,1,16.05,0.0,1338.31
4782,31360,1,13.46,0.0,507.5
18048,37524,1,13.02,0.0,255.25
6653,85195,1,16.01,0.0,575.67
12327,97900,1,20.04,0.0,1029.66
3204,69037,1,26.86,0.0,2705.73
14940,98690,1,13.61,0.0,840.5
3426,13650,1,11.14,0.0,205.32
19025,44077,1,22.78,0.0,1715.96
87083,13271,1,8.06,0.0,507.34
85851,86840,1,10.81,0.0,371.27
13720,22291,1,8.19,0.0,417.39
87083,22291,1,8.19,0.0,899.66
11075,4510,1,8.59,0.0,52.49
3111,6755,1,3.56,0.0,17.04
13690,28035,1,36.71,1.0,649.17
14403,36204,1,9.98,0.0,383.88
1511,9400,1,6.83,0.0,28.0
1212,13284,1,3.97,0.0,66.01
14850,55930,1,6.24,0.0,2072.66
13232,44085,1,13.22,0.0,1474.19
5849,89709,1,13.06,0.0,662.63
3872,62280,1,22.19,0.0,2238.66
80510,9861,1,5.1,0.0,332.77
62170,7752,1,24.23,0.0,2260.96
5503,28550,1,8.1,0.0,502.77
35430,72445,1,15.98,0.0,807.09
14940,24415,1,16.68,1.0,604.01
2016,44695,1,11.03,0.0,1519.16
6341,89895,1,10.96,0.0,760.08
13076,13026,1,4.06,0.0,3.42
4613,4552,1,5.39,0.0,3.38
31030,8290,1,5.61,0.0,482.39
37443,22793,1,5.81,0.0,191.32
37564,6540,1,8.92,0.0,151.2
13660,6540,1,8.92,0.0,186.84
14850,48860,1,24.95,0.0,1464.12
13347,83085,1,17.26,0.0,331.5
3542,22790,1,10.39,0.0,316.86
13322,47800,1,15.97,0.0,1252.01
14940,5025,1,8.76,0.0,295.49
86706,29101,1,99.69,1.0,1198.62
6429,68695,1,15.01,0.0,2295.05
38440,54325,1,26.96,1.0,1846.71
38442,38706,1,4.01,0.0,179.1
88504,88025,1,5.66,0.0,180.07
13232,13178,1,11.58,0.0,64.1
5588,12916,1,3.1,0.0,69.38
89224,87112,1,12.95,0.0,439.8
13820,36940,1,6.05,0.0,598.25
99500,93222,1,8.43,0.0,233.88
36301,89253,1,5.69,0.0,775.02
3307,16370,1,38.97,1.0,404.2
4133,71015,1,10.11,0.0,878.89
5849,55614,1,10.67,0.0,2114.97
20021,1527,1,7.98,0.0,360.4
87030,95900,1,15.07,0.0,672.38
4438,4001,1,21.33,1.0,11.68
4850,64800,1,13.52,0.0,1927.68
5849,21620,1,7.17,0.0,354.08
13206,23826,1,10.7,0.0,312.44
6097,4125,1,4.32,0.0,18.23
5849,89286,1,10.29,0.0,392.21
14840,36555,1,11.81,0.0,581.12
87502,88135,1,22.99,0.0,634.51
